d,0,2.23606797749979
d,10,2.23606797749979
d,20,0.09805224792651179
d,30,0.09805224792651179
d,40,0.09805224792651179
d,50,0.09805224792651179
d,60,0.09805224792651179
d,70,0.09805224792651179
d,80,0.09805224792651179
d,90,0.09805224792651179
d,100,0.09805224792651179
d,110,0.06070536639732901
d,120,0.06070536639732901
d,130,0.06070536639732901
d,140,0.06070536639732901
d,150,0.06070536639732901
d,160,0.06070536639732901
d,170,0.06070536639732901
d,180,0.06070536639732901
d,190,0.06070536639732901
d,200,0.06070536639732901
d,210,0.058450333058090595
d,220,0.058450333058090595
d,230,0.058450333058090595
d,240,0.058450333058090595
d,250,0.058450333058090595
d,260,0.058450333058090595
d,270,0.058450333058090595
d,280,0.058450333058090595
d,290,0.058450333058090595
d,300,0.05705512955145521
d,310,0.05705512955145521
d,320,0.05705512955145521
d,330,0.05705512955145521
d,340,0.05705512955145521
d,350,0.05705512955145521
d,360,0.05705512955145521
d,370,0.05705512955145521
d,380,0.05705512955145521
d,390,0.05705512955145521
d,400,0.05705512955145521
d,410,0.09805224792651179
d,420,0.053265325914703045
d,430,0.053265325914703045
d,440,0.053265325914703045
d,450,0.053265325914703045
d,460,0.053265325914703045
d,470,0.053265325914703045
d,480,0.053265325914703045
d,490,0.053265325914703045
d,500,0.053265325914703045
d,510,0.053265325914703045
d,520,0.053265325914703045
d,530,0.05138334881452809
d,540,0.05138334881452809
d,550,0.05138334881452809
d,560,0.05138334881452809
d,570,0.05138334881452809
d,580,0.05138334881452809
d,590,0.05138334881452809
d,600,0.05138334881452809
d,610,0.053218968577231233
d,620,0.053218968577231233
d,630,0.053218968577231233
d,640,0.08034258343817786
d,650,0.10225419710313546
d,660,0.10225419710313546
d,670,0.10225419710313546
d,680,0.10225419710313546
d,690,0.09495032588148293
d,700,0.09495032588148293
d,710,0.09495032588148293
d,720,0.08034258343817786
d,730,0.05580228119784618
d,740,0.05580228119784618
d,750,0.05580228119784618
d,760,0.05580228119784618
d,770,0.05580228119784618
